id,name,post_count,tags,copyright_tags,clothing_tags,avg_score,avg_fav_count
1780213,hina_(swimsuit)_(blue_archive),1844,"ahoge, long hair, small breasts, white hair, purple eyes, very long hair","hina (swimsuit) (blue archive), blue archive","breasts, school swimsuit, swimsuit, one-piece swimsuit, hair ornament, hairclip",40.61,37.95
1976777,mococo_abyssgard_(1st_costume),1843,"blonde hair, blue eyes, hair intakes, multicolored hair, streaked hair, dog tail, short hair, small breasts, tail, pink hair, crossed bangs, hair between eyes, two side up, two-tone hair","mococo abyssgard (1st costume), hololive, hololive english","bandaid, collar, crop top, fur trim, hair ornament, hairband, jacket, spikes, breasts, frills, shirt, short shorts, shorts, cropped jacket, headphones, long sleeves",57.65,53.28
8586,chibi_usa,1842,"cone hair bun, double bun, hair bun, long hair, pink hair, red eyes, twintails, very long hair, parted bangs, pink eyes","chibi usa, bishoujo senshi sailor moon, bishoujo senshi sailor moon r","dress, earrings, bow, gloves, miniskirt, pleated skirt, sailor collar, skirt, white gloves, shirt, hair ornament, long sleeves",12.39,12.24
1752965,harada_minoru,1842,"brown hair, red eyes, short hair, braid, long hair, side braid, single braid","harada minoru, saibou shinkyoku","jacket, long sleeves, open clothes, sweater, turtleneck, turtleneck sweater, pants, ribbed sweater, shirt",0.66,0.6
1630653,fletcher_(kancolle),1841,"blonde hair, blue eyes, double bun, hair bun, large breasts, long hair, purple eyes","fletcher (kancolle), kantai collection","breasts, hair ornament, hairband, neckerchief, sailor collar, school uniform, serafuku, shirt, skirt, bikini, swimsuit, thighhighs, gloves",24.92,23.03
1605817,stark_(sousou_no_frieren),1839,"long hair, red hair, short hair, black hair, multicolored hair, red eyes, two-tone hair, hair between eyes","stark (sousou no frieren), sousou no frieren","coat, shirt, jacket, pants, black gloves, boots, gloves, long sleeves, open clothes",23.42,21.1
399147,yowane_haku,1838,"ahoge, large breasts, long hair, ponytail, red eyes, very long hair, white hair, grey hair, hair between eyes","yowane haku, vocaloid","bow, breasts, hair bow, headphones, headset, shirt, crop top, detached sleeves, necktie, pants",19.57,24.55
1344592,matsuno_choromatsu,1836,"black hair, blunt bangs, green eyes, short hair, black eyes, glasses, brown hair, bowl cut","matsuno choromatsu, osomatsu-san, osomatsu (series), osomatsu-kun","collared shirt, hood, hoodie, long sleeves, shirt, glasses, hat, pants, necktie",2.5,2.78
2365881,male_robin_(fire_emblem),1836,"hair between eyes, short hair, white hair, brown eyes, red eyes, long hair","male robin (fire emblem), fire emblem, fire emblem awakening, fire emblem heroes","gloves, long sleeves, robe, hood, shirt, brown gloves, coat, cape",8.73,11.41
2042766,herrscher_of_sentience,1834,"grey hair, hair between eyes, long hair, multicolored hair, red eyes, streaked hair, very long hair, white hair, yellow pupils","herrscher of sentience, honkai (series), honkai impact 3rd","black dress, black gloves, dress, gloves, chinese clothes, jacket, hair ornament",14.04,13.73
1932879,hibiki_(cheer_squad)_(blue_archive),1832,"dog tail, goggles, large breasts, long hair, ponytail, tail, black hair, blue eyes, medium breasts, white pupils","hibiki (cheer squad) (blue archive), blue archive","breasts, cheerleader, goggles, miniskirt, pleated skirt, skirt, sports bra, crop top, shoes",46.66,44.16
691588,pit_(kid_icarus),1829,"hair between eyes, short hair, ahoge, brown hair, spiked hair, blue eyes, sidelocks","pit (kid icarus), kid icarus, kid icarus uprising","laurel crown, armlet, gloves, thighlet, bike shorts, collarbone, fur trim",2.32,2.07
544077,kris_(pokemon),1829,"blue eyes, blue hair, twintails, green eyes, green hair, long hair","kris (pokemon), pokemon, pokemon gsc, pokemon adventures","breasts, hat, earrings, jacket, open clothes, shirt, yellow hat, cropped jacket, shorts, shoes, bike shorts, long sleeves",16.23,18.43
2171592,mavuika_(genshin_impact),1827,"ahoge, large breasts, long hair, multicolored hair, orange eyes, orange hair, very long hair, hair between eyes, red eyes, red hair, blonde hair, two-tone hair","mavuika (genshin impact), genshin impact","breasts, bikesuit, bodysuit, earrings, black gloves, gloves, long sleeves",58.96,55.53
1438842,emma_verde,1826,"blue eyes, brown hair, large breasts, long hair, aqua eyes, hair between eyes, sidelocks, braid, heart-shaped pupils, symbol-shaped pupils, twin braids","emma verde, love live!, love live! nijigasaki high school idol club","breasts, collared shirt, pleated skirt, school uniform, shirt, skirt, bikini, swimsuit, collarbone, ribbon, long sleeves",19.36,18.42
1338854,mei_(overwatch),1826,"brown hair, glasses, large breasts, brown eyes, hair bun, huge breasts, single hair bun, short hair, swept bangs","mei (overwatch), overwatch, overwatch 1","black-framed eyewear, breasts, glasses, hair ornament, hair stick, panties, collarbone, nude",104.49,106.44
1962856,wriothesley_(genshin_impact),1826,"black hair, blue eyes, hair between eyes, multicolored hair, short hair, streaked hair, parted bangs, grey hair","wriothesley (genshin impact), genshin impact","black gloves, coat, gloves, necktie, pants, red necktie, shirt, vest, earrings, collared shirt, fur-trimmed coat, fur trim, stud earrings, short sleeves, collarbone",6.95,6.5
384609,tony_tony_chopper,1822,"black hair, black eyes, long hair, ponytail, rabbit tail, tail, large breasts, brown eyes, orange hair, blue eyes, multicolored hair, green hair, short hair, brown hair, blonde hair, pink hair, red eyes, green eyes, medium breasts, twintails, pink eyes","tony tony chopper, one piece, one piece card game, original, doraemon, my little pony, my little pony: friendship is magic, pokemon, rozen maiden, touhou, yu-gi-oh!, bocchi the rock!, mario (series), urusei yatsura, vocaloid, dragon ball, godzilla (series), kamen rider, tonari no totoro","hat, shorts, pants, pink hat, shoulder bag, hood, shirt, striped shirt, bell, short sleeves, breasts, frills, gloves, panties, thighhighs, bow, bowtie, coat, earrings, cape, fur trim, flower, boots, jumpsuit, backpack, bikini, swimsuit, jacket, completely nude, nude, skirt, tank top, headphones, long sleeves, crop top, short shorts",8.72,10.48
533537,ciel_(tsukihime),1820,"blue eyes, blue hair, medium breasts, short hair, large breasts, ahoge, glasses","ciel (tsukihime), tsukihime, fate/grand order, fate (series), tsukihime (remake)","long sleeves, breasts, dress, necklace, shirt, skirt, gloves, jacket, bikini, swimsuit, glasses",25.84,23.64
387299,prisma_illya,1820,"hair between eyes, long hair, red eyes, sidelocks, small breasts, white hair, two side up, blonde hair","prisma illya, fate/kaleid liner prisma illya, fate (series)","detached sleeves, dress, gloves, pink dress, skirt, white gloves, ascot, boots, breasts, earrings, hair ornament, thigh boots, thighhighs, cape, pink gloves",47.15,44.62
1459804,tsukioka_kogane,1819,"brown hair, large breasts, long hair, brown eyes, ponytail, swept bangs","tsukioka kogane, idolmaster, idolmaster shiny colors","breasts, bow, shirt, skirt, swimsuit, frills, hair ribbon, ribbon, collarbone",48.56,46.54
1446812,honolulu_(azur_lane),1819,"large breasts, long hair, red eyes, red hair, twintails, very long hair, huge breasts","honolulu (azur lane), azur lane","breasts, garter straps, gloves, hair ribbon, hat, panties, peaked cap, ribbon, thighhighs, white gloves, white hat, collar, dress, jacket",95.0,95.83
1631373,suzukaze_(kancolle),1818,"black hair, long hair, low twintails, twintails, blue hair, gradient hair, green eyes, multicolored hair","suzukaze (kancolle), kantai collection","gloves, neckerchief, skirt, thighhighs, black gloves, sailor collar, school uniform, serafuku, shirt, breasts, ribbon, hair ribbon, sleeveless shirt",11.59,12.18
1542253,rosehip_(girls_und_panzer),1818,"medium hair, short hair, brown eyes, red hair, orange eyes, red eyes","rosehip (girls und panzer), girls und panzer","breasts, dress shirt, long sleeves, miniskirt, necktie, pleated skirt, school uniform, shirt, skirt, sweater, military uniform, jacket",17.56,18.09
1534779,artoria_pendragon_(swimsuit_ruler)_(fate),1817,"ahoge, blonde hair, braid, green eyes, hair between eyes, large breasts, long hair, ponytail, sidelocks","artoria pendragon (swimsuit ruler) (fate), fate/grand order, fate (series)","breasts, clothing cutout, detached collar, fishnets, leotard, necktie, pantyhose, playboy bunny, tiara, feather boa, gold trim, blue necktie, fake animal ears",88.72,85.03
2159673,kanna_(swimsuit)_(blue_archive),1814,"blonde hair, hair over one eye, large breasts, long hair, ponytail, blue eyes, medium breasts","kanna (swimsuit) (blue archive), blue archive","breasts, collarbone, competition swimsuit, one-piece swimsuit, swimsuit, jacket, long sleeves, open clothes",57.06,54.1
1593360,bibi_(tokoyami_towa),1813,"demon tail, green eyes, long hair, medium breasts, multicolored hair, pink hair, purple hair, streaked hair, tail, tail ornament, tail piercing, twintails, small breasts, colored inner hair","bibi (tokoyami towa), hololive","baseball cap, black hat, breasts, crop top, earrings, hair ornament, hairclip, hat, jacket, o-ring, o-ring choker, tank top, cropped jacket, long sleeves, fishnets, shorts, thighhighs, short shorts, collarbone",42.55,40.3
717606,yukinoshita_yukino,1808,"ahoge, black hair, blue eyes, long hair, small breasts","yukinoshita yukino, yahari ore no seishun lovecome wa machigatteiru.","hair ribbon, long sleeves, ribbon, breasts, collared shirt, neck ribbon, plaid skirt, school uniform, shirt, skirt, thighhighs, blazer, jacket, collarbone, swimsuit",28.34,26.26
101524,bowser,1807,"red hair, large breasts, tail, red eyes, short hair, blue eyes, facial hair, long hair, blonde hair","bowser, mario (series)","spikes, armlet, bracelet, collar, breasts, earrings",20.16,25.46
566644,blaze_the_cat,1807,"yellow eyes, cat tail, tail, ponytail, purple hair","blaze the cat, sonic (series)","gloves, white gloves, fur trim, high heels, necklace, pants, boots, jacket",9.97,8.59
717139,kenzaki_makoto,1806,"ponytail, purple eyes, purple hair, high ponytail, short hair, long hair, small breasts","kenzaki makoto, dokidoki! precure, precure","earrings, brooch, hair ornament, boots, bow, skirt, thigh boots, thighhighs, breasts, dress, detached sleeves, hairclip",10.07,11.81
488853,kasumi_(doa),1805,"brown eyes, brown hair, large breasts, long hair, ponytail","kasumi (doa), dead or alive","breasts, japanese clothes, pelvic curtain, thighhighs, panties, short sleeves, hair ribbon, ribbon, white panties, puffy short sleeves, puffy sleeves, collarbone",39.9,47.17
1421068,miyashita_ai,1805,"blonde hair, ponytail, medium hair, orange eyes, sidelocks, large breasts, medium breasts","miyashita ai, love live!, love live! nijigasaki high school idol club","short sleeves, shirt, collarbone, skirt, breasts, neck ribbon, ribbon, school uniform, cardigan, collared shirt, dress shirt, miniskirt, plaid skirt, pleated skirt, long sleeves",11.85,11.3
2084917,kayoko_(dress)_(blue_archive),1802,"black hair, hair between eyes, long hair, multicolored hair, red eyes, two-tone hair, white hair, grey hair, small breasts, streaked hair, gradient hair","kayoko (dress) (blue archive), blue archive","black dress, black panties, cardigan, dress, panties, sleeveless dress, collarbone, jacket, earrings, long sleeves, open clothes, breasts",29.19,28.16
1757557,jeanne_d'arc_alter_(ver._shinjuku_1999)_(fate),1801,"ahoge, grey hair, large breasts, short hair, yellow eyes, white hair, hair between eyes","jeanne d'arc alter (ver. shinjuku 1999) (fate), fate/grand order, fate (series)","black dress, breasts, coat, collarbone, dress, fur-trimmed coat, fur trim, long sleeves, necklace, open clothes, jacket, boots, panties, black panties",55.98,59.32
2385202,okita_souji_(third_ascension)_(fate),1799,"blonde hair, short hair, hair between eyes, yellow eyes, ahoge, half updo","okita souji (third ascension) (fate), fate/grand order, fate (series), koha-ace","bow, hair bow, haori, japanese clothes, kimono, sash, sleeveless kimono, short kimono, thighhighs, wide sleeves, long sleeves, breasts",29.62,29.96
1462454,sonoda_chiyoko,1797,"brown eyes, brown hair, large breasts, long hair, double bun, hair bun, twintails, red eyes","sonoda chiyoko, idolmaster, idolmaster shiny colors","breasts, collarbone, shirt, skirt, swimsuit",47.38,45.27
1835548,reisa_(blue_archive),1794,"blue hair, hair between eyes, long hair, pink hair, purple eyes, twintails, multicolored hair, two-tone hair, ahoge, low twintails, streaked hair","reisa (blue archive), blue archive","backpack, hair ornament, jacket, long sleeves, neckerchief, open clothes, pleated skirt, sailor collar, school uniform, serafuku, shoes, skirt, socks, shirt, crop top, miniskirt, panties",21.66,19.98
1857514,mizi_(alien_stage),1793,"long hair, pink hair, yellow eyes, glasses, multicolored hair, two-tone hair","mizi (alien stage), alien stage","dress, clothing cutout, glasses, black dress, gloves",2.48,2.27
1696263,wei_wuxian,1790,"black hair, hair between eyes, hair down, half updo, long hair, red eyes, ahoge, ponytail, purple eyes, sidelocks, very long hair, grey eyes, high ponytail","wei wuxian, modao zushi","chinese clothes, hair ribbon, hanfu, ribbon, long sleeves, robe, sash, sleeves past wrists, wide sleeves, collarbone, tassel",1.56,1.34
449357,deadpool,1789,"no pupils, white eyes, brown eyes, brown hair, short hair, ponytail, green eyes, hair between eyes, long hair, black hair, blue eyes, large breasts, blonde hair, multicolored hair, medium breasts","deadpool, deadpool (series), marvel, deadpool & wolverine, marvel cinematic universe, x-men, x-men film series, original, spider-man (series), deadpool (movie), pokemon, darkstalkers, marvel vs. capcom, marvel vs. capcom 3, avengers (series), fantastic four, resident evil, resident evil 5, street fighter, captain america (series), mega man (series)","black gloves, bodysuit, bow, gloves, mask, hat, jacket, backpack, pouch, belt pouch, boots, buckle, long sleeves, shirt, shoes, hood, ribbon, breasts, socks, hair ornament, pleated skirt, skirt, dress, zipper",10.07,16.46
557902,priest_(ragnarok_online),1789,"short hair, medium breasts, grey hair, long hair, green eyes, purple eyes, white hair, blonde hair, blue eyes","priest (ragnarok online), ragnarok online","breasts, dress, juliet sleeves, long sleeves, necklace, panties, puffy sleeves, purple dress, thighhighs, garter straps, shoes, bow, coat, gold trim, hat, blue dress",0.54,0.72
6177,moogle,1788,"tail, blue eyes, green hair, long hair, medium breasts, parted bangs, ponytail, blonde hair, hair between eyes, short hair, large breasts, black hair, green eyes, brown eyes, brown hair, braid, red eyes","moogle, final fantasy, final fantasy vi, final fantasy xiv, final fantasy vii, final fantasy vii remake","breasts, boots, cape, detached sleeves, dress, pantyhose, red dress, ribbon, jacket, earrings, hat, skirt, gloves, hood, shorts, shirt, bow, hair ornament, long sleeves, headband, thighhighs, crop top, shoes, necklace",21.32,20.08
1448421,pearl_(splatoon),1788,"gradient hair, multicolored hair, pink hair, tentacle hair, white hair, yellow eyes, blonde hair, star-shaped pupils, symbol-shaped pupils, cross-shaped pupils, medium hair, two-tone hair, long hair, short hair","pearl (splatoon), splatoon (series), splatoon 2, splatoon 3","black gloves, boots, crown, dress, gloves, zipper pull tab, breasts, sleeveless dress, zipper, pantyhose, white dress, long sleeves",11.24,10.29
15221,hanyuu,1787,"long hair, purple eyes, purple hair, hair between eyes, very long hair","hanyuu, higurashi no naku koro ni","detached sleeves, hakama, japanese clothes, kimono, hakama skirt, ribbon-trimmed sleeves, ribbon trim, skirt, wide sleeves, breasts, long sleeves, miko",16.96,18.73
1933161,kiryu_coco_(1st_costume),1785,"ahoge, blonde hair, large breasts, long hair, multicolored hair, orange hair, red eyes, streaked hair, blunt bangs, very long hair, dragon tail, purple eyes, tail, braid, side braid","kiryu coco (1st costume), hololive","bow, breasts, brooch, clothing cutout, hairband, horn ornament, jacket, shirt, collared shirt, long sleeves, skirt, thighhighs",32.05,32.76
2269453,astra_yao,1783,"black hair, large breasts, long hair, purple eyes, very long hair, red eyes, sidelocks","astra yao, zenless zone zero","breasts, dress, earrings, hairband, jacket, necklace, pearl necklace, white dress",60.3,56.41
445848,squirtle,1781,"purple eyes, brown eyes, long hair, brown hair, short hair, tail, blue hair, red eyes, sunglasses, large breasts, black hair, green eyes, orange hair","squirtle, pokemon, original, pokemon (anime), pokemon (classic anime)","hat, shirt, red hat, long sleeves, shorts, sunglasses, mask, flower, breasts, tank top",11.7,15.95
2039817,minato_aqua_(sailor),1780,"ahoge, braid, multicolored hair, pink eyes, pink hair, colored inner hair, long hair, two-tone hair, cat tail, tail, blue hair, purple eyes, streaked hair, twin braids, twintails","minato aqua (sailor), hololive","bikini, bow, breasts, sailor collar, swimsuit, long sleeves, skirt, high-waist skirt, hood, jacket, miniskirt, open clothes, pantyhose, pleated skirt, shirt, bowtie, collarbone, hair ornament, hairband, ribbon, school uniform, serafuku, earrings, neck ribbon, frills",12.11,11.78
1976776,fuwawa_abyssgard_(1st_costume),1778,"blonde hair, blue hair, dog tail, hair between eyes, large breasts, long hair, multicolored hair, streaked hair, tail, two side up, pink eyes, two-tone hair","fuwawa abyssgard (1st costume), hololive, hololive english","bandaid, breasts, collar, dress, frills, hair ornament, hairband, hairclip, long sleeves, spikes, white dress, clothing cutout, fishnets, fur trim, jacket, thighhighs, hairpin",64.44,60.91
1447804,oshida_(girls_und_panzer),1777,"large breasts, medium hair, blonde hair, blue eyes, messy hair","oshida (girls und panzer), girls und panzer","breasts, long sleeves, jacket, pleated skirt, shirt, skirt, dress shirt, high collar, vest, hat, school uniform",18.15,20.75
485033,sora_(kingdom_hearts),1776,"short hair, spiked hair, blue eyes, brown hair, hair between eyes","sora (kingdom hearts), kingdom hearts, kingdom hearts i, kingdom hearts iii, kingdom hearts ii, super smash bros.","chain necklace, gloves, necklace, short sleeves, hood, jacket, open clothes, pants, shirt",4.37,4.27
414816,sakamoto_mio,1776,"black hair, long hair, tail, brown eyes, dog tail, medium breasts, ponytail, black eyes","sakamoto mio, strike witches, world witches series","breasts, military uniform, one-piece swimsuit, swimsuit, school swimsuit",13.68,18.14
404724,kagura_(gintama),1774,"blue eyes, double bun, hair bun, sidelocks, short hair, orange hair, hair between eyes, long hair, brown hair","kagura (gintama), gintama","long sleeves, china dress, chinese clothes, dress, shirt, red dress, breasts",10.76,12.21
1440177,z23_(azur_lane),1774,"brown hair, medium breasts, purple eyes, blonde hair, medium hair, blue eyes, grey eyes, short hair, hair between eyes, large breasts","z23 (azur lane), azur lane","blue hat, bow, breasts, detached sleeves, dress, gloves, hair bow, hat, hat bow, long sleeves, white gloves, shoes, socks, collarbone",43.34,39.98
1627756,scathach_skadi_(fate),1774,"hair between eyes, large breasts, long hair, purple hair, red eyes, twintails","scathach skadi (fate), fate/grand order, fate (series)","breasts, hair ornament, bikini, collarbone, swimsuit, flower, hair flower, see-through clothes, bracelet, long sleeves, dress, purple dress",68.0,64.75
496829,makoto_nanaya,1773,"antenna hair, brown hair, large breasts, multicolored hair, squirrel tail, tail, hair between eyes, short hair, brown eyes, two-tone hair","makoto nanaya, blazblue","breasts, crop top, gloves, panties, skirt, thighhighs, revealing clothes, black gloves, microskirt, black panties",55.42,72.05
695285,sakuma_mayu,1772,"brown hair, blue eyes, medium hair, medium breasts, short hair","sakuma mayu, idolmaster, idolmaster cinderella girls","bow, earrings, frills, shirt, skirt, hairband, dress, ribbon, breasts",12.32,11.8
1645001,narita_taishin_(umamusume),1771,"blue eyes, brown hair, hair between eyes, horse tail, short hair, small breasts, tail","narita taishin (umamusume), umamusume","breasts, ear ornament, jacket, long sleeves, open clothes, pants, shirt, fur trim",9.98,9.0
1407816,silver_fox_(kemono_friends),1771,"fox tail, grey hair, long hair, tail, black hair, hair between eyes, multicolored hair, brown eyes, very long hair, large breasts, orange eyes, sidelocks","silver fox (kemono friends), kemono friends, kemono friends 3","breasts, shirt, skirt, fur-trimmed sleeves, fur trim, long sleeves, jacket, black gloves, bow, gloves, black necktie, bowtie, necktie, pantyhose, pleated skirt",17.54,15.94
592340,snivy,1769,"brown eyes, blue eyes, brown hair, double bun, hair bun, long hair, twintails, red eyes","snivy, pokemon, pokemon bw2","breasts, shirt, visor cap, flower",13.96,18.71
1875582,liko_(pokemon),1767,"black hair, colored inner hair, medium hair, multicolored hair, swept bangs, blue eyes, blue hair, short hair","liko (pokemon), pokemon, pokemon (anime), pokemon horizons","hair ornament, hairclip, shirt, shorts, socks, breasts, collarbone, jacket, open clothes",27.73,25.52
2127988,eous_(zenless_zone_zero),1767,"ahoge, long hair, purple hair, red eyes, sidelocks, very long hair, large breasts, tail, blonde hair, green eyes, multicolored hair, hair between eyes, short hair, pink hair, medium breasts, blue hair, crossed bangs, black hair, streaked hair","eous (zenless zone zero), zenless zone zero","breasts, long sleeves, pantyhose, shirt, black gloves, gloves, hair ornament, jacket, panties, thighhighs, crop top, shorts, collarbone, shoes, skirt, pants, dress, earrings",56.03,51.96
423669,saber_lily,1764,"blonde hair, green eyes, long hair, ponytail, ahoge, hair between eyes, sidelocks, small breasts, medium breasts","saber lily, fate/grand order, fate (series), fate/unlimited codes","armor, bow, detached sleeves, dress, flower, hair bow, white dress, breasts, gloves, pantyhose, ribbon, white gloves, detached collar",28.64,36.74
2110631,backbeako_(torotei),1762,"hair over one eye, long hair, twintails, ahoge, small breasts","backbeako (torotei), gegege no kitarou, original","shirt, hair ribbon, panties, ribbon, breasts, thighhighs, dress, gloves, neckerchief, sleeveless dress",6.71,6.39
1525687,blue_poison_(arknights),1762,"blue eyes, pink hair, long hair, twintails, hair between eyes, low twintails","blue poison (arknights), arknights","hood, jacket, long sleeves, open clothes, shirt, shorts, collared shirt, pantyhose, ribbon",19.15,17.93
1564800,moona_hoshinova,1761,"blonde hair, colored inner hair, gradient hair, hair between eyes, large breasts, long hair, multicolored hair, purple eyes, purple hair, starry hair, two-tone hair, multicolored eyes, yellow eyes","moona hoshinova, hololive, hololive indonesia","breasts, crop top, earrings, jacket, shirt, shorts",46.24,44.1
1567162,tenma_tsukasa,1761,"blonde hair, gradient hair, hair between eyes, multicolored hair, orange eyes, orange hair, short hair, yellow eyes","tenma tsukasa, project sekai","collared shirt, gloves, necktie, pants, shirt, long sleeves, school uniform, jacket, buttons, cardigan, ascot",3.57,3.23
2365829,female_alear_(fire_emblem),1761,"blue eyes, blue hair, crossed bangs, large breasts, multicolored hair, red eyes, red hair, split-color hair, two-tone hair, braid, crown braid, heterochromia, hair between eyes, long hair, very long hair, medium breasts","female alear (fire emblem), fire emblem, fire emblem engage","breasts, tiara",19.05,18.59
513774,shantae,1760,"blue eyes, long hair, medium breasts, purple hair, very long hair, high ponytail, large breasts, ponytail","shantae, shantae (series)","breasts, earrings, hoop earrings, pants, tiara",38.24,36.05
1462457,komiya_kaho,1760,"crossed bangs, hair between eyes, long hair, medium breasts, red eyes, red hair, ahoge, small breasts, hair flaps, sidelocks","komiya kaho, idolmaster, idolmaster shiny colors","breasts, shirt, swimsuit, collarbone, jacket, long sleeves",33.21,31.61
1631208,myoukou_(kancolle),1760,"black hair, hair bun, large breasts, short hair, sidelocks, brown eyes, long hair, single hair bun, brown hair, medium breasts, braid, braided bun","myoukou (kancolle), kantai collection","breasts, collarbone, hair ornament, hairclip, collared shirt, shirt, long sleeves, gloves, jacket, military uniform, white gloves, skirt",21.72,19.51
1417247,japanese_crested_ibis_(kemono_friends),1758,"blunt bangs, gradient hair, multicolored hair, red hair, white hair, yellow eyes, black hair, short hair, sidelocks, tail, long hair, two-tone hair","japanese crested ibis (kemono friends), kemono friends","bow, bowtie, frilled sleeves, frills, fur collar, gloves, long sleeves, red gloves, shirt, pantyhose, pleated skirt, shoes, skirt, ribbon, wide sleeves, neck ribbon, jacket",10.26,9.37
1335210,chara_(undertale),1757,"brown hair, red eyes, short hair, hair between eyes, bob cut","chara (undertale), undertale","collared shirt, long sleeves, shirt, sweater, turtleneck, turtleneck sweater, puffy long sleeves, puffy sleeves, necklace, flower, shorts",4.76,4.26
470503,konjiki_no_yami,1754,"blonde hair, hair intakes, long hair, medium breasts, red eyes, very long hair, small breasts, two side up, sidelocks, hair between eyes, straight hair","konjiki no yami, to love-ru, to love-ru darkness","breasts, dress, sleeveless dress, collarbone, black dress, clothing cutout, detached sleeves, hair ornament",47.35,44.23
445414,bianca_(pokemon),1752,"blonde hair, green eyes, short hair, glasses, medium hair","bianca (pokemon), pokemon, pokemon bw, pokemon bw2","dress, green hat, hat, short sleeves, breasts, collarbone, bow, glasses, jacket, red-framed eyewear, shirt",19.96,23.62
2383471,saber_alter_(swimsuit_rider),1751,"blonde hair, large breasts, yellow eyes, medium breasts, short hair, braid, hair bun, long hair, sidelocks, hair between eyes, single hair bun, small breasts, french braid","saber alter (swimsuit rider), fate/grand order, fate (series)","bikini, breasts, frilled choker, frills, hood, jacket, maid, maid bikini, maid headdress, open clothes, ribbon, swimsuit, thighhighs, apron, long sleeves, skirt, bow, hair ribbon",58.87,57.97
1462223,hatoba_tsugu,1750,"brown eyes, brown hair, short hair, hair rings, single hair ring, medium hair, grey hair","hatoba tsugu, tsugu (vtuber)","black hat, collared shirt, hat, long sleeves, neck ribbon, ribbon, shirt, bow, pantyhose, shoes, skirt, suspender skirt, flower, hair flower, hair ornament, hair ribbon, hat flower, hat ribbon",6.66,5.97
1933157,sakura_miko_(1st_costume),1748,"ahoge, green eyes, hair between eyes, long hair, one side up, pink hair, large breasts","sakura miko (1st costume), hololive","bell, detached sleeves, floral print, frills, hair ornament, hairclip, hakama, hakama short skirt, hakama skirt, japanese clothes, jingle bell, kimono, skirt, sleeveless kimono, thighhighs, wide sleeves, bow, breasts, long sleeves, nontraditional miko, sash, hair bow",18.23,17.81
1423996,asaka_karin,1748,"blue eyes, blue hair, large breasts, medium hair, blunt bangs, sidelocks, medium breasts, dark blue hair","asaka karin, love live!, love live! nijigasaki high school idol club","breasts, bikini, collarbone, school uniform, shirt, swimsuit, long sleeves, ribbon",17.93,17.4
396068,watatsuki_no_yorihime,1747,"long hair, ponytail, purple hair, red eyes, high ponytail, very long hair, large breasts, purple eyes","watatsuki no yorihime, touhou","bow, breasts, hair bow, hair ribbon, ribbon, collared shirt, dress, puffy short sleeves, puffy sleeves, red dress, shirt, short sleeves, bracelet",21.52,23.51
1615388,pekomama,1747,"braid, large breasts, long hair, multicolored hair, rabbit tail, tail, two-tone hair, white hair, red eyes, blue hair, hair between eyes, symbol-shaped pupils, hair over shoulder, huge breasts","pekomama, hololive","breasts, bikini, swimsuit, dress, white dress, bow, hair bow",109.84,105.05
2257270,mydei_(honkai:_star_rail),1743,"blonde hair, braid, gradient hair, hair between eyes, medium hair, multicolored hair, red hair, side braid, yellow eyes","mydei (honkai: star rail), honkai: star rail, honkai (series)","coat, earrings, open clothes, necklace, pants, armor, armlet",5.12,4.86
2026871,heathcliff_(project_moon),1739,"brown hair, purple eyes, parted bangs, short hair, long hair","heathcliff (project moon), limbus company, project moon","shirt, pants, collared shirt, necktie, coat, long sleeves, gloves",8.61,8.2
1639062,haruna_kai_ni_(kancolle),1738,"brown eyes, hair between eyes, long hair, black hair, large breasts","haruna kai ni (kancolle), kantai collection","breasts, hair ornament, hairband, hairclip, japanese clothes, nontraditional miko, ribbon-trimmed sleeves, ribbon trim, skirt, thighhighs, detached sleeves, wide sleeves, pleated skirt, hakama, hakama skirt",27.55,25.48
386311,otonashi_kotori,1736,"green hair, short hair, brown eyes, red eyes, large breasts, medium breasts","otonashi kotori, idolmaster, idolmaster (classic), idolmaster million live!","breasts, hairband, long sleeves, skirt, thighhighs, vest, shirt, bow, bowtie, bikini, collarbone, swimsuit",30.14,38.12
1644995,meisho_doto_(umamusume),1736,"ahoge, brown hair, hair between eyes, horse tail, large breasts, multicolored hair, purple eyes, short hair, tail, two-tone hair, white hair, medium hair, streaked hair","meisho doto (umamusume), umamusume","breasts, long sleeves, shirt, skirt, gloves, hairband, ribbon, school uniform, white gloves, dress",15.27,14.46
1630445,agano_(kancolle),1735,"black hair, green eyes, large breasts, long hair, blue eyes","agano (kancolle), kantai collection","breasts, gloves, pleated skirt, sailor collar, school uniform, serafuku, shirt, skirt, sleeveless shirt, thighhighs, white gloves, collarbone, swimsuit, necktie, black necktie",27.02,25.75
432816,kishibe_rohan,1735,"short hair, green eyes, undercut, black hair, green hair, blue eyes","kishibe rohan, diamond wa kudakenai, jojo no kimyou na bouken, kishibe rohan wa ugokanai","earrings, headband, crop top, long sleeves, pants, shirt, jacket",3.77,4.48
1423942,eris_greyrat,1734,"red eyes, red hair, ahoge, long hair, very long hair, large breasts, hair between eyes","eris greyrat, mushoku tensei","hairband, breasts, shirt, shorts",39.63,36.69
